pg_id,name,city,locality,rent_monthly,sharing_type,ac,wifi,food_included,food_type,description
PG011224,Golden Nest Boys Hostel,Kolkata,Behala,8700,Triple,No,Yes,Yes,Veg,"Golden Nest Boys Hostel is a triple-sharing PG located in Behala, Kolkata, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Tempora ratione possimus minima assumenda animi omnis sequi soluta. Ideal for boys looking for a budget-friendly stay near Behala."
PG011225,Harmony PG for Co-living,Pune,Hadapsar,19100,Double,Yes,Yes,Yes,Veg,"Harmony PG for Co-living is a double-sharing PG located in Hadapsar, Pune, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Atque aspernatur reiciendis labore alias quos dolorem quidem voluptas a consequatur beatae atque hic. Ideal for working professionals looking for a premium stay near Hadapsar."
PG011226,Zenith PG for Working Professionals,Delhi,Mukherjee Nagar,11500,Triple,No,Yes,Yes,Both,"Zenith PG for Working Professionals is a triple-sharing PG located in Mukherjee Nagar, Delhi, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Magnam perspiciatis aliquid ex vero voluptas commodi temporibus deleniti est eos earum quis possimus. Ideal for girls looking for a premium stay near Mukherjee Nagar."
PG011227,Blue Bell Homestay PG,Hyderabad,Gachibowli,14200,Double,Yes,Yes,No,None,"Blue Bell Homestay PG is a double-sharing PG located in Gachibowli, Hyderabad, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Culpa similique provident illum nemo amet excepturi ullam doloribus. Ideal for boys looking for a premium stay near Gachibowli."
PG011228,Maple PG for Boys,Ahmedabad,Navrangpura,8100,Triple,No,Yes,Yes,Veg,"Maple PG for Boys is a triple-sharing PG located in Navrangpura, Ahmedabad, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Laborum optio ex a fugit eos quam voluptatibus consequatur sed fugiat officia doloribus magni. Ideal for boys looking for a budget-friendly stay near Navrangpura."
PG011229,Nova Girls Hostel,Bangalore,BTM Layout,18700,Double,Yes,Yes,Yes,Veg,"Nova Girls Hostel is a double-sharing PG located in BTM Layout, Bangalore, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Libero fugiat facilis deserunt aspernatur cupiditate rerum asperiores voluptates aliquid commodi minima modi magnam consectetur. Ideal for students looking for a premium stay near BTM Layout."
PG011230,Shanti Co-living Space,Delhi,Laxmi Nagar,16500,Triple,Yes,Yes,Yes,Non-Veg,"Shanti Co-living Space is a triple-sharing PG located in Laxmi Nagar, Delhi, offering air-conditioned rooms, high-speed WiFi, and non-veg meals included. Aut quis aliquam eum praesentium deserunt provident fuga maiores repudiandae delectus odit autem. Ideal for co-living looking for a premium stay near Laxmi Nagar."
PG011231,Royal Residency,Chennai,Anna Nagar,12500,Double,No,Yes,Yes,Veg,"Royal Residency is a double-sharing PG located in Anna Nagar, Chennai, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Fugiat porro voluptatum id eaque repellendus reiciendis accusamus repudiandae illo voluptate. Ideal for boys looking for a premium stay near Anna Nagar."
PG011232,Royal Nest,Gurgaon,Sushant Lok,15100,Double,No,Yes,No,None,"Royal Nest is a double-sharing PG located in Sushant Lok, Gurgaon, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Porro est in eum earum laborum dignissimos mollitia placeat excepturi veniam molestias id. Ideal for co-living looking for a premium stay near Sushant Lok."
PG011233,Blue Bell Boys Hostel,Mumbai,Thane,22700,Single,No,Yes,No,None,"Blue Bell Boys Hostel is a single-sharing PG located in Thane, Mumbai, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Quaerat quaerat ducimus harum ullam illum cumque dolorem ratione recusandae ea debitis dolorem beatae culpa aliquid. Ideal for boys looking for a premium stay near Thane."
PG011234,Green Leaf Boys Hostel,Gurgaon,DLF Phase 3,18300,Double,Yes,Yes,Yes,Veg,"Green Leaf Boys Hostel is a double-sharing PG located in DLF Phase 3, Gurgaon, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Itaque natus ipsum cum cumque quo tenetur at dolorum. Ideal for co-living looking for a premium stay near DLF Phase 3."
PG011235,Elite PG for Working Professionals,Bangalore,Whitefield,15200,Double,No,Yes,Yes,Non-Veg,"Elite PG for Working Professionals is a double-sharing PG located in Whitefield, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Incidunt dolorem tempore velit impedit animi cumque qui voluptatum. Ideal for boys looking for a premium stay near Whitefield."
PG011236,Comfort Co-living Space,Delhi,Mukherjee Nagar,14000,Triple,Yes,Yes,Yes,Non-Veg,"Comfort Co-living Space is a triple-sharing PG located in Mukherjee Nagar, Delhi, offering air-conditioned rooms, high-speed WiFi, and non-veg meals included. Ea placeat iure consectetur corrupti iste iure culpa fugiat enim debitis rerum. Ideal for working professionals looking for a premium stay near Mukherjee Nagar."
PG011237,Nova Residency,Delhi,Karol Bagh,17300,Double,Yes,Yes,Yes,Both,"Nova Residency is a double-sharing PG located in Karol Bagh, Delhi, offering air-conditioned rooms, high-speed WiFi, and both meals included. Repellat ratione fugiat esse reiciendis accusantium odio inventore necessitatibus qui fuga nostrum itaque enim. Ideal for girls looking for a premium stay near Karol Bagh."
PG011238,Nova Residency,Kolkata,Behala,11000,Double,No,Yes,Yes,Non-Veg,"Nova Residency is a double-sharing PG located in Behala, Kolkata, offering naturally ventilated rooms, high-speed WiFi, and non-veg meals included. Maiores perferendis perferendis dolor soluta ab ipsum vel veritatis maxime. Ideal for working professionals looking for a premium stay near Behala."
PG011239,Metro Girls Hostel,Delhi,Karol Bagh,20000,Single,No,Yes,No,None,"Metro Girls Hostel is a single-sharing PG located in Karol Bagh, Delhi, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Dignissimos aspernatur mollitia laboriosam dolore ullam inventore nemo eos nesciunt voluptates aperiam dolore. Ideal for working professionals looking for a premium stay near Karol Bagh."
PG011240,Sunrise Girls Hostel,Bangalore,Marathahalli,17300,Double,No,Yes,Yes,Veg,"Sunrise Girls Hostel is a double-sharing PG located in Marathahalli, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Libero voluptate atque quam facere ad nostrum ratione exercitationem qui accusamus nesciunt asperiores dolore vitae. Ideal for co-living looking for a premium stay near Marathahalli."
PG011241,Green Leaf PG for Students,Bangalore,Indiranagar,15800,Triple,Yes,Yes,Yes,Both,"Green Leaf PG for Students is a triple-sharing PG located in Indiranagar, Bangalore, offering air-conditioned rooms, high-speed WiFi, and both meals included. Iure quod quibusdam cum libero provident dolorum consequatur suscipit dolore id repellat facere. Ideal for working professionals looking for a premium stay near Indiranagar."
PG011242,Skyline Nest,Kolkata,Park Street,9700,Triple,No,Yes,Yes,Veg,"Skyline Nest is a triple-sharing PG located in Park Street, Kolkata, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Ex eaque tempora consequatur eius natus adipisci accusamus nesciunt optio similique aperiam aliquid. Ideal for co-living looking for a premium stay near Park Street."
PG011243,Zenith Homestay PG,Bangalore,Koramangala,8700,Dorm,No,Yes,Yes,Both,"Zenith Homestay PG is a dorm-sharing PG located in Koramangala, Bangalore, offering naturally ventilated rooms, high-speed WiFi, and both meals included. Hic facere corporis cumque recusandae dignissimos molestias aliquam quod. Ideal for students looking for a budget-friendly stay near Koramangala."
PG011244,Golden Nest Residency,Delhi,Saket,11500,Dorm,Yes,Yes,Yes,Veg,"Golden Nest Residency is a dorm-sharing PG located in Saket, Delhi, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Non necessitatibus porro magnam molestiae dicta quaerat veniam. Ideal for girls looking for a premium stay near Saket."
PG011245,Shanti Homestay PG,Bangalore,Electronic City,14000,Triple,Yes,No,Yes,Both,"Shanti Homestay PG is a triple-sharing PG located in Electronic City, Bangalore, offering air-conditioned rooms, no in-room WiFi, and both meals included. Inventore fugit et corporis veniam mollitia quidem officiis itaque tempora illo officia omnis occaecati sapiente ad. Ideal for boys looking for a premium stay near Electronic City."
PG011246,Blue Bell Nest,Chennai,T Nagar,15900,Double,Yes,Yes,Yes,Both,"Blue Bell Nest is a double-sharing PG located in T Nagar, Chennai, offering air-conditioned rooms, high-speed WiFi, and both meals included. Ipsam aspernatur soluta rerum porro consectetur suscipit illo animi quas similique corporis tempore enim consequuntur commodi. Ideal for working professionals looking for a premium stay near T Nagar."
PG011247,Urban Girls Hostel,Delhi,Laxmi Nagar,16400,Double,Yes,Yes,Yes,Both,"Urban Girls Hostel is a double-sharing PG located in Laxmi Nagar, Delhi, offering air-conditioned rooms, high-speed WiFi, and both meals included. Perferendis sunt ipsam architecto eligendi ab aspernatur maxime aut ratione molestias rem quia ipsam. Ideal for students looking for a premium stay near Laxmi Nagar."
PG011248,Green Leaf Homestay PG,Pune,Hadapsar,12800,Double,Yes,Yes,No,None,"Green Leaf Homestay PG is a double-sharing PG located in Hadapsar, Pune, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Provident soluta beatae laborum ad qui labore optio similique totam est maiores quae modi. Ideal for co-living looking for a premium stay near Hadapsar."
PG011249,Sai Residency,Pune,Viman Nagar,7100,Dorm,No,No,No,None,"Sai Residency is a dorm-sharing PG located in Viman Nagar, Pune, offering naturally ventilated rooms, no in-room WiFi, and no meal plan (self-cooking allowed). Nesciunt enim sed atque delectus debitis itaque unde nemo sit porro quam. Ideal for students looking for a budget-friendly stay near Viman Nagar."
PG011250,Prime Homestay PG,Noida,Sector 62,13400,Double,No,Yes,Yes,Veg,"Prime Homestay PG is a double-sharing PG located in Sector 62, Noida, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Ipsa ullam ducimus odio explicabo enim dolore eius at facere facilis quas sed dolorum magnam. Ideal for co-living looking for a premium stay near Sector 62."
PG011251,Blue Bell Residency,Gurgaon,Sushant Lok,24100,Single,No,Yes,Yes,Veg,"Blue Bell Residency is a single-sharing PG located in Sushant Lok, Gurgaon, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Minus impedit hic quia sit modi amet quisquam eum eaque. Ideal for girls looking for a premium stay near Sushant Lok."
PG011252,Cosy Corner Residency,Hyderabad,Ameerpet,9300,Dorm,Yes,Yes,No,None,"Cosy Corner Residency is a dorm-sharing PG located in Ameerpet, Hyderabad, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Reprehenderit dolore sapiente cupiditate libero architecto minus velit nobis. Ideal for girls looking for a premium stay near Ameerpet."
PG011253,Harmony Co-living Space,Kolkata,Park Street,10800,Double,No,Yes,Yes,Veg,"Harmony Co-living Space is a double-sharing PG located in Park Street, Kolkata, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Nobis iusto magni illo deserunt est placeat. Ideal for girls looking for a premium stay near Park Street."
PG011254,Cosy Corner Girls Hostel,Kolkata,Behala,9100,Triple,No,Yes,Yes,Veg,"Cosy Corner Girls Hostel is a triple-sharing PG located in Behala, Kolkata, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Animi earum suscipit odit ad fuga totam. Ideal for working professionals looking for a premium stay near Behala."
PG011255,Sunrise Girls Hostel,Pune,Baner,9800,Triple,No,Yes,No,None,"Sunrise Girls Hostel is a triple-sharing PG located in Baner, Pune, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Vel ea quidem eveniet tempore aliquid consectetur nostrum commodi aliquid. Ideal for students looking for a premium stay near Baner."
PG011256,Harmony Residency,Ahmedabad,Navrangpura,8400,Triple,Yes,Yes,No,None,"Harmony Residency is a triple-sharing PG located in Navrangpura, Ahmedabad, offering air-conditioned rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Modi cum reprehenderit velit doloribus aliquam occaecati provident aliquam corrupti quis dolorem. Ideal for working professionals looking for a budget-friendly stay near Navrangpura."
PG011257,Sunrise Nest,Mumbai,Malad,17800,Triple,Yes,Yes,Yes,Veg,"Sunrise Nest is a triple-sharing PG located in Malad, Mumbai, offering air-conditioned rooms, high-speed WiFi, and veg meals included. Blanditiis eum veritatis corrupti nemo omnis alias maxime animi cum reiciendis ipsum non eaque sed. Ideal for boys looking for a premium stay near Malad."
PG011258,Golden Nest Co-living Space,Pune,Baner,11300,Triple,No,Yes,Yes,Veg,"Golden Nest Co-living Space is a triple-sharing PG located in Baner, Pune, offering naturally ventilated rooms, high-speed WiFi, and veg meals included. Nihil id nobis suscipit natus necessitatibus explicabo illum nesciunt alias dicta labore delectus molestias est. Ideal for co-living looking for a premium stay near Baner."
PG011259,Elite PG for Working Professionals,Kolkata,Behala,6600,Triple,No,Yes,No,None,"Elite PG for Working Professionals is a triple-sharing PG located in Behala, Kolkata, offering naturally ventilated rooms, high-speed WiFi, and no meal plan (self-cooking allowed). Sint voluptatem architecto repudiandae magni deserunt libero nesciunt labore rem ex ab eaque. Ideal for co-living looking for a budget-friendly stay near Behala."
PG011260,Urban Homestay PG,Bangalore,Indiranagar,16900,Double,Yes,Yes,Yes,Both,"Urban Homestay PG is a double-sharing PG located in Indiranagar, Bangalore, offering air-conditioned rooms, high-speed WiFi, and both meals included. Ducimus quibusdam minus ratione labore dolores hic expedita et maiores at aperiam. Ideal for working professionals looking for a premium stay near Indiranagar."
